57,113,0.53564155
68,111,0.5080972
42,56,0.4549356
76,85,0.50319827
19,37,0.47547975
65,103,0.52219874
97,112,0.47598255
37,70,0.50431037
81,95,0.51843816
25,104,0.49532712
84,97,0.48625794
3,82,0.5155875
43,50,0.48670757
34,108,0.49166667
19,86,0.49336284
41,99,0.46608314
87,95,0.46813187
50,79,0.52224827
42,113,0.5530146
50,85,0.4955157
42,86,0.48360655
14,42,0.48247424
9,48,0.5176991
26,30,0.54065937
55,92,0.5106838
67,86,0.47737557
63,84,0.47288504
75,119,0.5131579
44,76,0.51804674
27,100,0.50913244
34,77,0.5214592
39,90,0.45417514
20,32,0.5072165
23,100,0.48913044
21,34,0.51521736
85,102,0.4574468
11,62,0.5035294
4,59,0.5095785
42,84,0.49668875
83,95,0.5018868
13,89,0.5613208
100,109,0.5010707
8,76,0.4841629
74,94,0.49756098
58,100,0.47629312
6,57,0.5267666
14,119,0.5387931
6,45,0.49148935
11,112,0.5021008
69,89,0.51975054
36,58,0.48775056
61,82,0.47084233
2,107,0.4874477
5,35,0.5263158
63,103,0.46696034
6,120,0.4828326
68,78,0.5223577
12,82,0.47890297
49,84,0.49361703
17,43,0.45974576
35,52,0.4793578
62,94,0.487965
64,104,0.47939262
7,70,0.48139533
31,41,0.48341233
19,93,0.5294118
17,108,0.50526315
10,71,0.5046083
66,95,0.47149122
1,16,0.4348837
16,56,0.49387756
12,92,0.52718675
34,86,0.46777546
19,104,0.502008
72,80,0.54048586
7,33,0.46680942
80,86,0.48109242
21,46,0.5232068
58,78,0.50328225
38,42,0.4779874
11,66,0.46732673
33,49,0.44470045
7,75,0.49784482
27,73,0.48908296
2,57,0.4966443
63,83,0.5021645
50,62,0.5183585
25,65,0.47070706
13,81,0.48291573
19,27,0.4770459
29,113,0.5264271
33,91,0.444206
26,49,0.505618
6,93,0.5276074
70,100,0.49785408
31,79,0.51648355
31,58,0.4967033
93,100,0.5609195
7,82,0.5194508
75,98,0.518847
21,67,0.48706895
44,104,0.4814815
7,49,0.49676025
16,75,0.48466256
60,104,0.5239085
40,65,0.51578945
48,63,0.5173913
5,36,0.48314607
68,120,0.45665962
12,38,0.48676172
63,99,0.49390244
13,25,0.53409094
19,113,0.522293
20,34,0.5231481
27,97,0.48945147
31,44,0.51077586
35,103,0.5482456
9,47,0.50526315
52,63,0.5156951
18,67,0.47974414
30,75,0.51287556
74,83,0.5279503
8,10,0.4514563
111,114,0.45861298
55,106,0.49250534
64,100,0.49557522
42,81,0.47682118
37,53,0.4911111
25,63,0.46875
23,39,0.4915254
38,111,0.5
47,100,0.5171026
72,105,0.50109893
51,108,0.46120688
18,45,0.46881288
14,74,0.4707317
76,108,0.4957627
51,86,0.5301724
39,89,0.5277778
45,104,0.5279503
47,60,0.49347827
20,39,0.49095023
34,79,0.50206614
100,103,0.49773756
18,38,0.49134198
9,39,0.5010799
5,106,0.52102804
34,51,0.46774194
16,27,0.480167
63,78,0.52929294
14,35,0.45494506
44,72,0.47912526
32,84,0.497006
25,109,0.52505964
31,93,0.51648355
84,91,0.51138717
27,45,0.47357294
37,50,0.5258621
15,93,0.5089286
55,109,0.51793724
37,113,0.5141612
18,63,0.4988067
9,15,0.46222222
18,42,0.4568421
14,80,0.4989899
31,36,0.5126437
82,99,0.4820296
4,93,0.45824847
80,108,0.4989605
63,66,0.49482402
18,64,0.4988764
7,60,0.50989014
5,22,0.52409637
8,43,0.43982494
71,79,0.5092166
52,82,0.4978261
20,99,0.47737557
82,85,0.4694737
50,86,0.5011494
5,11,0.48941177
27,55,0.4618644
8,23,0.51282054
51,102,0.5094737
48,90,0.46893787
43,73,0.50427353
1,28,0.5268817
22,106,0.5456621
2,91,0.5023585
14,72,0.509165
50,109,0.48427674
44,46,0.49659863
19,109,0.5
69,111,0.47045952
83,92,0.49002218
68,101,0.46777546
1,85,0.5221239
35,74,0.512761
59,73,0.5201794
102,106,0.49756098
3,97,0.5165289
47,49,0.52575105
28,112,0.54291415
79,119,0.4524887
12,64,0.46244133
18,120,0.48812094
16,81,0.51502144
8,14,0.5103926
14,43,0.48689955
44,74,0.51687765
74,78,0.49561402
75,76,0.49898168
61,104,0.4757895
15,95,0.50319827
7,92,0.5
30,55,0.4967462
20,50,0.53601694
107,110,0.5279503
43,74,0.5165692
79,83,0.5186722
21,114,0.4899329
60,94,0.5021834
68,119,0.49190283
32,87,0.5
90,107,0.46025103
51,119,0.55841583
26,79,0.5365854
87,104,0.5433884
1,23,0.49336284
22,95,0.4989733
36,114,0.48163265
56,71,0.52100843
60,97,0.48314607
56,113,0.51724136
84,99,0.46666667
95,120,0.48827294
17,25,0.496788
50,77,0.4965358
13,94,0.47368422
54,105,0.49166667
4,54,0.45252526
20,68,0.4989858
36,78,0.4988399
26,75,0.5034325
18,73,0.5032258
15,57,0.50619835
20,48,0.5235955
5,9,0.50551873
108,113,0.48358864
23,110,0.49892008
31,32,0.46136865
46,79,0.5320911
26,57,0.52620965
80,107,0.48228347
36,83,0.4773218
10,66,0.47629312
103,107,0.45
67,75,0.4493392
19,63,0.49336284
64,78,0.4832347
19,81,0.4801762
49,69,0.5161987
32,119,0.48027843
33,75,0.5034965
39,77,0.47686118
12,14,0.49247313
65,94,0.5032538
6,9,0.5097192
79,84,0.5075594
16,85,0.51781476
19,31,0.50319827
59,96,0.47659576
18,113,0.49784482
10,45,0.45080093
5,31,0.5072165
14,79,0.48319328
37,39,0.4979592
7,23,0.5
6,19,0.5121951
71,102,0.4716981
61,83,0.49443206
1,80,0.46292585
1,32,0.54226804
35,61,0.48510638
4,53,0.4854586
25,106,0.5119306
92,112,0.54393303
29,89,0.5150812
87,100,0.524109
87,108,0.47764707
63,72,0.5092025
61,94,0.50537634
72,99,0.4764957
27,56,0.4924623
61,107,0.49159664
34,113,0.49440715
23,26,0.46171695
56,101,0.5021008
57,85,0.5245536
73,93,0.4668008
4,75,0.48060346
56,92,0.4954751
13,29,0.47198275
21,83,0.5
66,102,0.44320711
16,78,0.4746137
50,76,0.49565217
32,110,0.5050505
93,112,0.52853596
56,74,0.5175258
59,101,0.54083884
84,88,0.47965738
8,36,0.49419954
28,37,0.5289079
51,64,0.49237472
22,60,0.51655626
42,107,0.47151276
62,106,0.517094
12,46,0.525
57,86,0.5229358
82,92,0.56133056
3,17,0.4871795
63,73,0.4853273
10,17,0.54347825
37,38,0.5162037
69,106,0.51033056
15,63,0.51329243
16,67,0.48590022
84,104,0.51890755
4,106,0.5042017
21,44,0.5346939
45,64,0.48329622
33,46,0.47272727
67,111,0.5100671
25,34,0.49213484
60,119,0.49028078
27,98,0.47991544
21,66,0.47379914
23,88,0.5139785
45,69,0.48235294
59,95,0.5121413
26,68,0.50672644
2,55,0.4945534
91,96,0.55733943
50,89,0.53944564
15,42,0.4827586
71,104,0.53430355
18,37,0.44726562
21,28,0.47477064
48,86,0.48582995
49,120,0.48608136
9,12,0.5178197
33,57,0.49427918
47,67,0.49555555
72,83,0.52566737
78,99,0.49772727
12,28,0.48210526
31,82,0.48008385
54,61,0.46781117
23,34,0.48590022
8,102,0.4989858
8,31,0.47806004
