40,13,0.49817517
52,109,0.50825685
107,16,0.4830918
66,60,0.5216606
65,103,0.5230047
91,28,0.49488372
88,73,0.4765694
43,23,0.46685082
101,59,0.49367088
85,19,0.50371057
3,82,0.48589066
76,10,0.50636363
13,95,0.4852283
9,86,0.49119717
42,86,0.5106572
26,30,0.51794374
55,92,0.50329876
27,94,0.50584006
11,83,0.49304911
19,24,0.49622643
36,71,0.510513
13,22,0.49328214
51,17,0.49092558
89,81,0.47937673
34,77,0.505893
20,32,0.4776699
23,100,0.4941704
74,9,0.5042017
82,108,0.5067024
47,30,0.5163044
68,103,0.4806338
43,7,0.49781278
44,32,0.5058717
93,91,0.49621928
100,109,0.50548524
29,63,0.4842975
6,57,0.48460862
10,65,0.5059037
64,76,0.48845798
109,64,0.50442475
2,107,0.49649122
75,63,0.48125544
65,52,0.5040071
106,78,0.5
63,103,0.4919355
106,21,0.50368327
17,43,0.5013774
32,58,0.49334517
107,20,0.5281955
51,78,0.50228727
6,23,0.5195424
89,4,0.50131696
66,95,0.5
12,91,0.49683258
99,37,0.49816176
76,47,0.48390064
96,79,0.48655915
107,57,0.5057778
108,47,0.5127479
106,41,0.51543736
58,78,0.5125541
80,86,0.49283153
4,103,0.48841354
109,51,0.49250937
21,46,0.49779737
42,9,0.5116279
58,40,0.51588786
106,98,0.507326
24,56,0.5044484
64,89,0.49360147
84,25,0.50779104
107,102,0.505597
7,75,0.503643
108,85,0.51598173
81,8,0.5285068
82,17,0.49322492
25,65,0.5154185
107,86,0.492209
34,94,0.514861
19,27,0.49953747
88,39,0.4976744
93,86,0.49204946
50,20,0.50343055
48,24,0.47317502
6,93,0.513615
82,31,0.4991228
43,94,0.51075774
44,39,0.532972
7,56,0.486385
28,87,0.49121183
97,61,0.477707
3,55,0.48523986
75,98,0.51133275
75,39,0.50268817
93,106,0.4741784
16,75,0.5132827
36,9,0.53031677
40,65,0.49597135
67,76,0.5049864
5,36,0.4903339
32,81,0.49023092
61,13,0.47689465
74,49,0.5059037
55,5,0.49772933
83,69,0.4724689
53,12,0.50764006
92,98,0.52112675
77,67,0.5117151
63,99,0.4990566
45,50,0.52327746
63,101,0.5206093
27,97,0.5021949
92,18,0.50789475
28,44,0.5
101,5,0.51607144
93,12,0.504717
5,42,0.50707966
85,69,0.49138713
80,62,0.48626372
107,67,0.50231695
46,45,0.51899827
24,109,0.5021645
72,71,0.49495876
107,81,0.5028791
49,9,0.504562
30,42,0.50499547
70,30,0.4909091
74,83,0.5029991
45,7,0.5105023
60,38,0.4808889
53,90,0.50318474
51,56,0.4891697
90,39,0.48767123
32,109,0.51344085
42,81,0.47623238
37,53,0.5201794
25,63,0.51662177
40,37,0.501845
29,10,0.49391305
47,100,0.50608695
63,54,0.50931674
83,28,0.49776986
51,108,0.4958979
18,45,0.48395723
14,74,0.49370503
70,85,0.5110914
100,59,0.4871795
63,77,0.503139
90,48,0.5221489
59,85,0.5110294
100,103,0.506542
19,70,0.50268334
69,25,0.49257886
50,99,0.50700283
16,27,0.48238483
102,36,0.48862603
81,7,0.5218978
19,10,0.497307
19,69,0.49908593
100,91,0.48953593
63,78,0.47447184
8,44,0.51104975
55,81,0.48018435
92,29,0.5121731
17,89,0.515511
77,28,0.49611735
104,32,0.5037037
21,59,0.49112427
15,7,0.47377622
24,88,0.4871795
18,50,0.5
27,45,0.48424843
70,26,0.5248619
14,12,0.48066783
64,62,0.4749104
41,66,0.48095658
27,43,0.50896055
95,108,0.49596414
55,109,0.5082267
102,97,0.49433962
39,69,0.4920635
76,57,0.49591282
102,70,0.49017859
79,69,0.49556738
74,46,0.48157895
31,36,0.5197792
32,98,0.50643384
69,18,0.49635038
63,66,0.5092081
7,60,0.48678213
8,43,0.4915254
93,74,0.5021949
51,8,0.5099278
109,36,0.49597856
5,83,0.5084897
71,34,0.5169173
52,82,0.5041021
51,100,0.4906015
64,24,0.52302027
99,21,0.4795433
51,102,0.5074758
61,60,0.49264705
70,49,0.5004748
103,92,0.48795718
34,31,0.49642217
69,92,0.47767857
45,37,0.49021435
22,106,0.48866728
81,2,0.49316317
55,40,0.4927798
64,43,0.48970038
61,30,0.49168208
25,19,0.5280589
53,38,0.5045372
93,39,0.50763357
25,36,0.5247895
83,92,0.46726456
67,30,0.5172101
48,85,0.4995633
30,98,0.48981482
68,101,0.50754213
83,46,0.50373834
108,31,0.5309654
35,74,0.5225225
97,26,0.5019048
59,104,0.48773843
102,106,0.49316317
56,34,0.48697215
74,63,0.5180723
87,65,0.4789916
102,10,0.50756145
71,88,0.4834254
99,20,0.49247122
29,84,0.5023084
101,52,0.48238483
84,73,0.5118182
43,52,0.49957007
37,58,0.52304965
99,101,0.5134633
69,82,0.47727272
16,81,0.495471
18,86,0.51619047
50,4,0.4877161
8,14,0.49579832
104,56,0.496063
19,49,0.5107981
75,76,0.51706034
69,55,0.51039696
61,104,0.49687222
82,70,0.49821427
84,15,0.50760967
96,7,0.47996438
94,86,0.48506153
94,18,0.5088208
100,38,0.5004686
30,55,0.4972973
55,76,0.49679193
71,95,0.47333956
20,50,0.49656945
92,86,0.49954504
43,74,0.47830188
79,83,0.48607367
106,14,0.5004501
28,19,0.4914645
29,12,0.4986643
29,92,0.48782688
90,107,0.47511312
70,17,0.5037175
66,26,0.5034783
26,79,0.49729243
92,55,0.4967012
19,29,0.48530722
22,95,0.4825636
56,71,0.48109642
32,49,0.5201123
7,55,0.5053286
54,6,0.4920188
18,73,0.49443415
35,27,0.47454545
33,82,0.49910873
98,22,0.49238095
50,77,0.5115044
31,106,0.49531835
38,73,0.5035461
36,78,0.5040872
97,91,0.48872858
57,24,0.49906367
20,68,0.5240793
86,13,0.47773656
24,29,0.49103943
20,48,0.5017668
5,9,0.50581914
71,66,0.48294932
46,79,0.4775281
95,107,0.5150443
36,83,0.48024583
60,56,0.46666667
90,103,0.5164319
2,74,0.51433533
8,49,0.49676225
90,41,0.5184136
83,82,0.5041021
78,52,0.51166964
75,67,0.5294118
103,107,0.4789916
11,17,0.49487418
28,81,0.5148515
19,81,0.47237077
55,28,0.51520574
63,19,0.5271454
104,62,0.48731884
60,37,0.51708215
104,97,0.5008929
8,73,0.4928092
48,95,0.48907104
39,77,0.49236298
12,14,0.5193322
64,34,0.490532
61,87,0.47593582
16,85,0.49329758
38,106,0.50695086
20,13,0.5051068
88,43,0.5120818
30,82,0.5
10,45,0.51592356
72,21,0.48025712
51,48,0.4855442
98,84,0.4946714
7,23,0.50594693
56,63,0.5018382
71,102,0.49869677
108,25,0.47486034
15,74,0.5138539
30,43,0.5040724
71,4,0.50608045
96,36,0.512866
100,30,0.48795718
25,106,0.49661016
61,78,0.5112069
24,45,0.5035842
34,58,0.4824253
87,100,0.4897413
29,89,0.5139405
63,72,0.49058297
61,94,0.46793762
42,7,0.4929078
65,45,0.49622643
88,102,0.4986098
68,14,0.497191
53,78,0.50493276
18,14,0.52097905
