101,90,0.50177306,0.49822694
99,13,0.50766283,0.49233717
52,109,0.5026455,0.4973545
98,119,0.5205224,0.4794776
17,65,0.52076125,0.47923875
1,107,0.5169628,0.48303714
76,10,0.5061947,0.49380532
79,39,0.5096463,0.4903537
70,74,0.4845173,0.5154827
72,90,0.46140352,0.5385965
19,94,0.5166113,0.4833887
27,106,0.4866785,0.5133215
50,108,0.5009242,0.4990758
27,94,0.49726775,0.5027322
36,71,0.46994534,0.5300546
13,22,0.51950353,0.48049647
51,17,0.4811784,0.5188216
87,94,0.51805055,0.48194945
82,108,0.5300752,0.4699248
78,25,0.48129252,0.51870745
68,103,0.49908924,0.50091076
23,74,0.4731369,0.5268631
82,48,0.5017361,0.4982639
25,8,0.5,0.5
67,46,0.4844517,0.5155483
80,14,0.48161122,0.5183888
89,95,0.50159746,0.49840257
29,63,0.47603306,0.52396697
3,74,0.48161122,0.5183888
10,65,0.5224416,0.47755834
109,64,0.5464481,0.45355192
85,48,0.5078261,0.4921739
62,51,0.5089723,0.49102774
106,78,0.52971137,0.47028863
81,80,0.513986,0.48601398
120,77,0.49908593,0.5009141
28,108,0.5145798,0.48542023
32,58,0.5158598,0.48414025
6,23,0.48965517,0.5103448
63,85,0.49158248,0.5084175
12,91,0.50600344,0.49399656
68,18,0.51785713,0.48214287
106,41,0.47378278,0.5262172
10,36,0.48918468,0.5108153
58,40,0.52921534,0.47078463
4,103,0.45225224,0.54774773
18,114,0.5124378,0.48756218
64,89,0.45890412,0.5410959
38,1,0.5334395,0.4665605
10,18,0.54,0.46
43,78,0.49655172,0.50344825
56,36,0.5009276,0.49907234
72,76,0.5181976,0.48180243
56,7,0.4724541,0.5275459
81,8,0.507772,0.49222797
9,114,0.49823943,0.50176054
36,112,0.52020204,0.479798
3,35,0.509434,0.49056605
103,38,0.46725664,0.53274333
34,94,0.50248754,0.49751243
88,39,0.5072464,0.49275362
97,89,0.5062167,0.4937833
30,64,0.5344828,0.46551725
27,14,0.5245347,0.47546533
85,77,0.48580968,0.5141903
49,88,0.51945853,0.48054147
119,86,0.49241146,0.5075885
43,94,0.46842104,0.53157896
44,39,0.48896435,0.5110357
112,95,0.48776224,0.5122378
21,33,0.5115044,0.4884956
7,30,0.48758864,0.51241136
109,62,0.5205479,0.47945204
7,99,0.5135135,0.4864865
67,76,0.46643108,0.5335689
67,64,0.4884106,0.5115894
25,98,0.50689656,0.49310344
90,58,0.5188356,0.4811644
61,13,0.46678966,0.53321034
57,93,0.48108107,0.51891893
74,49,0.51711714,0.4828829
100,42,0.5100671,0.4899329
46,68,0.4968153,0.50318474
95,35,0.5193929,0.4806071
48,23,0.5017065,0.49829352
97,78,0.51476014,0.48523986
45,50,0.4942748,0.5057252
34,63,0.5110357,0.48896435
103,114,0.5140713,0.4859287
76,21,0.4712042,0.52879584
85,101,0.44915253,0.5508475
36,68,0.5080214,0.49197862
30,42,0.5183246,0.4816754
23,57,0.4761062,0.52389383
110,4,0.52204585,0.47795415
10,21,0.50280374,0.49719626
95,40,0.5100671,0.4899329
96,59,0.5108878,0.48911223
97,109,0.49295774,0.5070422
54,1,0.51701784,0.48298216
23,55,0.49832216,0.5016779
86,120,0.50340134,0.49659863
68,44,0.47913188,0.5208681
19,70,0.5374376,0.46256238
37,85,0.49658704,0.50341296
69,25,0.5253054,0.47469458
50,99,0.51277375,0.48722628
17,89,0.50085473,0.4991453
65,89,0.53255427,0.46744573
81,7,0.5223368,0.47766322
22,41,0.49554366,0.50445634
105,109,0.48767605,0.5123239
8,44,0.517757,0.482243
47,51,0.4901257,0.50987434
44,67,0.5017123,0.49828768
30,1,0.5557404,0.44425955
41,103,0.51495016,0.48504984
110,106,0.49270073,0.50729924
108,112,0.49829933,0.5017007
29,114,0.5181818,0.48181817
70,26,0.49913344,0.50086653
54,112,0.50176054,0.49823943
108,105,0.47567567,0.5243243
64,62,0.5140033,0.4859967
90,54,0.49822694,0.50177306
27,43,0.4956822,0.50431776
39,37,0.48392555,0.5160745
102,97,0.49452555,0.50547445
39,69,0.50949913,0.49050087
35,55,0.4640657,0.53593427
43,31,0.47826087,0.5217391
41,66,0.5169492,0.48305085
76,57,0.51648355,0.48351648
55,11,0.48306596,0.51693404
56,19,0.49569708,0.5043029
32,98,0.5318792,0.4681208
47,10,0.5,0.5
95,108,0.48305085,0.5169492
18,33,0.46332738,0.53667265
6,109,0.53014183,0.46985817
70,67,0.48801368,0.5119863
69,44,0.50344825,0.49655172
74,102,0.5268817,0.47311828
56,9,0.5263158,0.47368422
82,68,0.5392157,0.46078432
64,1,0.50641024,0.49358973
80,46,0.4716312,0.5283688
59,20,0.4852174,0.5147826
55,40,0.5209059,0.4790941
112,14,0.51140064,0.48859936
83,35,0.5030211,0.49697885
64,43,0.47957373,0.5204263
53,38,0.5322581,0.46774194
4,110,0.47795415,0.52204585
108,75,0.48576215,0.5142379
97,48,0.46503496,0.53496504
67,101,0.48508635,0.5149137
20,52,0.51741296,0.48258707
48,85,0.4921739,0.5078261
58,44,0.4889299,0.51107013
30,98,0.5100548,0.48994514
20,49,0.51541096,0.48458904
53,120,0.5212766,0.4787234
85,8,0.48820326,0.5117967
26,16,0.48054147,0.51945853
83,46,0.50083196,0.49916804
111,94,0.5539823,0.4460177
10,19,0.5179856,0.4820144
59,104,0.46486485,0.53513515
32,113,0.48965517,0.5103448
87,65,0.48217636,0.51782364
102,10,0.52117866,0.47882137
71,88,0.48576215,0.5142379
101,53,0.509434,0.49056605
95,83,0.52782464,0.4721754
43,52,0.5123967,0.4876033
81,59,0.49405771,0.5059423
21,35,0.48671097,0.51328903
37,58,0.48426574,0.51573426
29,64,0.5140033,0.4859967
93,89,0.47942755,0.5205724
105,61,0.4956217,0.50437826
20,70,0.4878049,0.5121951
47,82,0.53367877,0.46632123
69,82,0.4929797,0.5070203
18,86,0.509434,0.49056605
17,73,0.5204991,0.4795009
109,53,0.48758864,0.51241136
94,35,0.4862543,0.5137457
119,87,0.5121107,0.48788926
69,55,0.49093905,0.509061
105,87,0.52545154,0.47454843
23,30,0.49376115,0.5062389
6,71,0.5069204,0.49307957
82,70,0.5237316,0.4762684
10,27,0.5188834,0.4811166
14,46,0.46478873,0.53521127
32,20,0.49579832,0.5042017
27,66,0.49737304,0.50262696
76,65,0.4984127,0.50158733
101,6,0.48861647,0.51138353
112,73,0.5239923,0.47600767
84,12,0.48628885,0.51371115
29,92,0.49107143,0.5089286
34,62,0.5372881,0.46271187
33,86,0.4937833,0.5062167
66,26,0.533101,0.46689895
10,58,0.5,0.5
41,1,0.5049669,0.49503312
92,55,0.46028882,0.5397112
4,79,0.5422297,0.45777026
40,20,0.49554366,0.50445634
59,62,0.4929078,0.5070922
97,34,0.49272728,0.5072727
7,55,0.50357145,0.49642858
54,6,0.486911,0.513089
35,13,0.5362832,0.4637168
98,22,0.50455374,0.49544626
107,91,0.5050676,0.49493244
31,106,0.49380532,0.5061947
88,34,0.5553663,0.44463372
99,46,0.46742672,0.5325733
91,104,0.4788991,0.52110094
71,66,0.5159011,0.48409894
43,32,0.5170068,0.4829932
95,107,0.522807,0.47719297
61,44,0.5043478,0.49565217
90,103,0.49825174,0.50174826
2,74,0.49910554,0.5008944
83,82,0.5142379,0.48576215
90,41,0.47912887,0.52087116
68,73,0.5212355,0.47876447
49,37,0.4991274,0.5008726
11,17,0.47942755,0.5205724
4,72,0.4859967,0.5140033
19,65,0.5103806,0.48961937
6,102,0.49913645,0.50086355
55,28,0.52495974,0.47504026
70,58,0.5178876,0.48211244
41,52,0.49479166,0.5052083
91,58,0.5123153,0.48768473
37,19,0.486911,0.513089
62,4,0.47358835,0.52641165
109,68,0.5,0.5
61,87,0.4908088,0.50919116
23,104,0.5048701,0.49512988
7,44,0.51428574,0.4857143
104,48,0.50239235,0.49760765
92,4,0.49286845,0.5071315
20,13,0.5049342,0.49506578
88,43,0.49757674,0.5024233
21,63,0.45925927,0.5407407
111,99,0.48083624,0.5191638
80,79,0.54577464,0.45422536
38,71,0.48873484,0.51126516
114,32,0.46633825,0.5336617
63,48,0.525641,0.47435898
12,83,0.4688027,0.5311973
59,75,0.49324325,0.5067568
7,114,0.51126516,0.48873484
86,61,0.48658317,0.5134168
108,25,0.5042017,0.49579832
59,9,0.4947735,0.5052265
19,25,0.47920132,0.5207987
30,43,0.45964912,0.54035085
34,107,0.51079136,0.48920864
57,61,0.49169436,0.50830567
23,9,0.51905626,0.48094374
81,114,0.4974093,0.50259066
30,12,0.5072727,0.49272728
61,78,0.50793654,0.4920635
16,74,0.4962963,0.5037037
105,106,0.5740741,0.42592594
89,96,0.50885665,0.49114332
66,93,0.500846,0.49915397
89,71,0.45207956,0.5479204
57,22,0.520339,0.47966102
77,97,0.5137457,0.4862543
34,105,0.4822064,0.5177936
19,13,0.5174709,0.4825291
67,53,0.520354,0.47964603
42,7,0.5049669,0.49503312
106,54,0.48073703,0.51926297
69,58,0.5302491,0.46975088
88,102,0.51754385,0.48245615
91,94,0.4755245,0.5244755
67,23,0.4888124,0.5111876
53,78,0.4948097,0.5051903
110,85,0.5042017,0.49579832
63,17,0.47563025,0.5243698
119,41,0.5119863,0.48801368
75,12,0.4939759,0.5060241
82,27,0.4749164,0.5250836
23,21,0.51655626,0.4834437
18,14,0.49143836,0.5085617
119,78,0.5294118,0.47058824
86,4,0.5114638,0.48853615
13,55,0.51273346,0.48726654
29,14,0.50250417,0.49749583
10,26,0.5043029,0.49569708
25,39,0.50179213,0.4982079
45,49,0.5141844,0.4858156
32,17,0.492635,0.507365
84,31,0.5402504,0.45974955
109,72,0.4862069,0.5137931
27,34,0.49675325,0.5032467
107,93,0.4947735,0.5052265
57,40,0.4686347,0.53136533
83,98,0.4789916,0.52100843
104,33,0.5164645,0.48353553
84,39,0.5105263,0.48947367
43,51,0.47297296,0.527027
13,1,0.49479166,0.5052083
54,65,0.501634,0.498366
49,54,0.4942717,0.5057283
114,59,0.50085765,0.49914238
56,107,0.5085389,0.4914611
3,87,0.4684838,0.5315162
105,43,0.5122349,0.4877651
32,89,0.45335516,0.54664487
1,87,0.49488056,0.50511944
35,104,0.53212523,0.4678748
