68,111,0.4760274,0.52397263
63,53,0.5291971,0.47080293
107,16,0.49830508,0.5016949
76,85,0.4767642,0.5232358
19,37,0.513089,0.486911
65,103,0.5246479,0.4753521
91,28,0.50246304,0.49753696
66,60,0.52107924,0.47892073
43,23,0.47960848,0.5203915
102,73,0.4950166,0.50498337
97,112,0.46896553,0.53103447
85,19,0.5027523,0.4972477
101,59,0.49590835,0.5040917
3,82,0.4743363,0.52566373
87,12,0.5347222,0.4652778
50,79,0.5136612,0.4863388
42,113,0.49288255,0.50711745
50,85,0.4812398,0.5187602
9,48,0.4862543,0.5137457
26,30,0.5318792,0.4681208
95,61,0.44867548,0.5513245
55,92,0.5397112,0.46028882
59,34,0.5183333,0.48166665
44,76,0.51488614,0.48511383
27,100,0.5121951,0.4878049
68,60,0.52076125,0.47923875
87,58,0.47916666,0.5208333
80,71,0.46812385,0.53187615
89,87,0.5255973,0.47440273
11,62,0.49746192,0.5025381
4,59,0.49750414,0.5024958
42,84,0.52347827,0.47652173
53,47,0.50526315,0.49473685
83,95,0.4721754,0.52782464
101,68,0.48073703,0.51926297
100,6,0.5138889,0.4861111
43,7,0.47964603,0.520354
23,4,0.46280992,0.5371901
13,89,0.48422712,0.5157729
8,76,0.5091514,0.49084857
113,64,0.4901316,0.50986844
74,94,0.5313589,0.4686411
58,100,0.486911,0.513089
63,20,0.48989898,0.510101
6,45,0.48214287,0.51785713
36,58,0.50756305,0.49243698
61,82,0.48833334,0.51166666
65,52,0.4941957,0.5058043
94,40,0.5078534,0.4921466
63,103,0.51869917,0.4813008
106,21,0.50524473,0.49475524
25,15,0.55457747,0.44542253
12,82,0.48873484,0.51126516
17,43,0.43716815,0.5628319
35,52,0.52491695,0.47508305
78,36,0.5131579,0.4868421
107,20,0.5084175,0.49158248
64,104,0.46644294,0.53355706
91,47,0.5017182,0.49828178
31,41,0.45500848,0.5449915
17,108,0.5323993,0.4676007
72,80,0.492635,0.507365
58,78,0.49913344,0.50086653
99,37,0.4584013,0.5415987
88,83,0.519573,0.48042706
87,49,0.4947183,0.5052817
64,19,0.4990792,0.50092083
38,42,0.49911505,0.50088495
11,66,0.49829933,0.5017007
107,85,0.4856176,0.5143824
107,102,0.5283993,0.47160068
27,73,0.52307695,0.47692308
50,62,0.5303571,0.46964285
25,65,0.47472924,0.52527076
13,81,0.48108107,0.51891893
19,27,0.495283,0.504717
120,13,0.47142857,0.5285714
33,91,0.46127367,0.53872633
26,49,0.52717394,0.4728261
33,30,0.48006645,0.5199336
40,28,0.5053192,0.49468085
82,31,0.52272725,0.47727272
31,79,0.49837133,0.50162864
31,58,0.50448835,0.49551168
7,82,0.47404844,0.52595156
17,7,0.49822694,0.50177306
21,67,0.5,0.5
65,40,0.46975088,0.5302491
7,49,0.50760454,0.49239543
16,75,0.5077187,0.49228132
60,104,0.5402098,0.4597902
97,5,0.502693,0.497307
49,28,0.49628252,0.5037175
48,63,0.47435898,0.525641
5,36,0.5212224,0.4787776
108,8,0.5063291,0.49367088
68,120,0.4948276,0.50517243
12,38,0.46572936,0.53427064
13,25,0.46332738,0.53667265
19,113,0.4904014,0.5095986
20,34,0.4611399,0.5388601
63,41,0.49554366,0.50445634
92,18,0.49491525,0.50508475
31,44,0.4903339,0.5096661
9,47,0.48194945,0.51805055
113,12,0.509434,0.49056605
46,45,0.5159011,0.48409894
52,63,0.47027028,0.5297297
8,10,0.4957699,0.50423014
70,30,0.44709897,0.552901
111,114,0.5299296,0.47007042
77,55,0.47940692,0.5205931
64,100,0.45344827,0.5465517
42,81,0.4733096,0.52669036
37,53,0.45652175,0.54347825
23,39,0.49006623,0.50993377
40,37,0.51499116,0.4850088
38,111,0.47058824,0.5294118
63,54,0.5139116,0.48608837
83,28,0.47088185,0.5291181
18,45,0.5008606,0.49913943
94,45,0.5016129,0.4983871
14,74,0.49468085,0.5053192
39,89,0.48576215,0.5142379
47,60,0.51264757,0.48735243
20,39,0.47521368,0.52478635
34,79,0.51282054,0.4871795
102,5,0.524055,0.47594503
18,38,0.4716981,0.5283019
93,77,0.5362069,0.4637931
111,48,0.5226891,0.47731093
98,1,0.51950353,0.48049647
9,39,0.50406504,0.49593496
16,27,0.525641,0.47435898
102,36,0.4974359,0.50256413
19,10,0.4820144,0.5179856
12,7,0.48825502,0.511745
95,30,0.50343645,0.49656358
63,78,0.5291181,0.47088185
113,59,0.49913344,0.50086653
109,34,0.5017182,0.49828178
44,72,0.46101695,0.53898305
109,90,0.52443,0.47557002
31,93,0.4537522,0.54624784
14,12,0.52196836,0.47803164
15,93,0.48417133,0.51582867
14,80,0.5183888,0.48161122
18,42,0.503268,0.49673203
102,70,0.5097345,0.4902655
79,69,0.5233161,0.47668394
71,8,0.5392491,0.46075085
82,99,0.5222025,0.4777975
48,15,0.5473684,0.4526316
63,66,0.47874308,0.5212569
18,64,0.49429038,0.50570965
99,74,0.5246801,0.47531992
71,79,0.53846157,0.46153846
109,36,0.50082374,0.49917626
119,28,0.43521595,0.56478405
20,99,0.55160743,0.44839254
82,85,0.496337,0.503663
110,29,0.4976672,0.5023328
102,4,0.5470383,0.45296168
27,7,0.5250896,0.4749104
61,60,0.5069984,0.49300155
62,35,0.4974705,0.5025295
48,90,0.54195803,0.45804197
98,33,0.5168739,0.4831261
34,31,0.49137932,0.5086207
1,28,0.509182,0.49081802
22,106,0.5301205,0.4698795
20,1,0.49737304,0.50262696
103,75,0.493266,0.506734
101,48,0.47227192,0.5277281
50,109,0.5217391,0.47826087
74,35,0.5037594,0.49624062
93,39,0.50600344,0.49399656
65,42,0.49656358,0.50343645
84,64,0.49358973,0.50641024
68,101,0.51926297,0.48073703
67,29,0.5041459,0.49585405
108,31,0.54266214,0.4573379
59,73,0.50094163,0.49905837
102,106,0.49916804,0.50083196
49,1,0.5280136,0.4719864
99,20,0.44839254,0.55160743
57,11,0.49243698,0.50756305
104,67,0.5033003,0.49669966
84,77,0.46896553,0.53103447
12,64,0.47457626,0.5254237
108,72,0.50530034,0.49469966
18,120,0.4799358,0.52006423
80,3,0.46127367,0.53872633
16,81,0.50259966,0.49740034
50,4,0.5017544,0.49824563
58,48,0.48824593,0.5117541
44,74,0.49228132,0.5077187
74,78,0.5079618,0.49203822
96,48,0.524055,0.47594503
61,104,0.4949495,0.5050505
61,23,0.50309277,0.4969072
34,10,0.48446068,0.5155393
15,95,0.5018182,0.49818182
7,92,0.47014925,0.5298507
101,63,0.526616,0.47338402
107,69,0.4828125,0.5171875
96,7,0.5243056,0.47569445
100,38,0.5242881,0.47571188
92,86,0.47855917,0.5214408
107,110,0.49174917,0.50825083
114,29,0.48181817,0.5181818
43,74,0.51602024,0.48397976
21,114,0.51741296,0.48258707
60,94,0.4973913,0.5026087
106,14,0.5102389,0.48976108
32,87,0.5227656,0.4772344
90,107,0.5016835,0.4983165
87,104,0.5332136,0.46678635
120,6,0.47457626,0.5254237
22,95,0.49748743,0.5025126
